Application_order,Course,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,GDP,Status,Total_enrolled_grade,Total_enrolled_units,Total_approved_units,Total_evaluation_units
1,Nursing,149.0,37,37,9,9,136.0,No,Female,Yes,18,7.6,2.6,0.32,Graduate,25.83333334,14,12,14
1,Equinculture,140.0,1,3,9,2,140.0,Yes,Female,Yes,20,13.9,-0.3,0.79,Graduate,31.48214286,12,12,16
1,Management (evening attendance),133.1,37,37,9,9,126.3,No,Female,Yes,26,16.2,0.3,-0.92,Dropout,0.0,10,0,15
1,Journalism and Communication,122.0,1,1,4,5,126.9,No,Female,No,21,7.6,2.6,0.32,Graduate,23.71428571,12,12,15
1,Oral Hygiene,130.0,1,1,4,5,145.0,No,Female,No,25,15.5,2.8,-4.06,Enrolled,25.4375,15,14,19
1,Management,121.0,19,3,5,5,115.8,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,23.2,10,10,12
1,Social Service (evening attendance),120.0,19,37,8,7,100.0,Yes,Female,No,24,9.4,-0.8,-3.12,Dropout,10.0,12,1,17
1,Social Service (evening attendance),133.1,1,19,5,4,102.5,No,Female,Yes,27,8.9,1.4,3.51,Dropout,10.0,12,1,29
1,Veterinary Nursing,121.0,19,37,1,3,131.5,No,Female,No,21,7.6,2.6,0.32,Dropout,13.5,10,2,19
1,Management,133.0,38,38,7,7,147.0,No,Female,Yes,18,9.4,-0.8,-3.12,Graduate,25.333333330000002,10,7,15
4,Basic Education,134.0,37,37,5,7,122.5,No,Female,Yes,19,10.8,1.4,1.74,Graduate,27.833333330000002,12,12,12
3,Tourism,115.0,1,1,3,3,117.5,Yes,Female,No,18,9.4,-0.8,-3.12,Dropout,23.75,12,6,22
1,Nursing,127.0,19,1,5,9,150.0,No,Female,Yes,19,11.1,0.6,2.02,Graduate,26.04285714,15,12,18
1,Nursing,135.0,1,38,4,5,127.5,Yes,Female,Yes,19,16.2,0.3,-0.92,Graduate,28.654166670000002,15,13,17
1,Management (evening attendance),140.0,40,5,3,3,140.0,No,Female,No,33,11.1,0.6,2.02,Graduate,31.13333333,11,11,12
1,Management,130.0,1,4,3,10,130.0,No,Female,No,45,12.4,0.5,1.79,Graduate,24.8,10,10,11
1,Social Service,135.0,1,1,9,9,133.3,No,Female,Yes,20,11.1,0.6,2.02,Graduate,24.85714286,12,12,13
2,Advertising and Marketing Management,140.0,34,34,0,0,97.0,Yes,Female,No,28,7.6,2.6,0.32,Dropout,0.0,10,0,10
1,Nursing,120.0,1,1,5,8,112.0,Yes,Female,Yes,19,12.7,3.7,-1.7,Graduate,23.14285714,16,14,30
2,Tourism,140.0,1,37,4,5,123.6,Yes,Female,No,18,12.7,3.7,-1.7,Graduate,25.52380953,12,9,16
1,Tourism,133.1,19,19,4,6,130.5,No,Female,No,38,15.5,2.8,-4.06,Dropout,0.0,12,0,0
2,Advertising and Marketing Management,135.0,1,3,4,3,133.3,No,Female,No,19,9.4,-0.8,-3.12,Graduate,26.2,10,10,10
1,Tourism,123.0,1,37,9,9,132.1,No,Female,Yes,21,15.5,2.8,-4.06,Graduate,23.0,12,10,17
1,Management,133.1,37,1,9,10,100.0,No,Female,No,21,16.2,0.3,-0.92,Dropout,27.0,10,4,24
1,Social Service,154.0,38,37,9,9,140.4,No,Female,Yes,22,10.8,1.4,1.74,Graduate,25.6,12,11,12
1,Basic Education,148.0,19,19,5,7,141.7,No,Female,Yes,18,9.4,-0.8,-3.12,Graduate,26.56666667,12,11,15
2,Social Service,133.0,37,37,3,9,119.7,No,Female,Yes,18,15.5,2.8,-4.06,Graduate,22.9047619,12,12,18
1,Equinculture,126.0,19,1,9,9,122.5,Yes,Female,No,25,9.4,-0.8,-3.12,Dropout,27.75,10,8,24
1,Veterinary Nursing,133.1,19,19,9,7,140.0,No,Female,No,24,16.2,0.3,-0.92,Dropout,22.083333330000002,12,6,25
3,Nursing,125.0,3,1,4,4,119.4,Yes,Female,No,19,12.4,0.5,1.79,Enrolled,23.93392857,14,13,18
1,Animation and Multimedia Design,145.0,3,3,3,3,155.0,Yes,Female,No,24,12.4,0.5,1.79,Enrolled,26.464646469999998,30,20,34
2,Management,118.0,37,19,5,5,119.1,Yes,Female,Yes,20,12.4,0.5,1.79,Graduate,25.2,10,10,10
1,Management,120.0,37,1,9,1,122.7,No,Female,No,25,10.8,1.4,1.74,Dropout,0.0,10,0,14
1,Management,127.0,38,19,9,10,117.9,No,Female,Yes,20,8.9,1.4,3.51,Graduate,25.26363636,20,19,25
1,Nursing,130.0,19,38,5,3,130.0,No,Female,No,23,9.4,-0.8,-3.12,Graduate,26.44,16,16,16
3,Nursing,129.0,19,37,7,6,120.0,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,26.30285714,16,14,16
1,Agronomy,130.0,37,37,9,10,130.0,No,Female,No,29,13.9,-0.3,0.79,Dropout,24.083333330000002,12,6,21
3,Tourism,121.0,19,37,4,7,116.8,Yes,Female,No,21,11.1,0.6,2.02,Graduate,23.583333330000002,12,10,16
1,Advertising and Marketing Management,136.0,19,1,9,8,123.4,Yes,Female,Yes,18,11.1,0.6,2.02,Graduate,27.39285714,12,11,23
3,Communication Design,125.0,19,38,9,9,125.4,Yes,Female,No,19,9.4,-0.8,-3.12,Enrolled,24.8,12,10,13
3,Journalism and Communication,131.0,38,37,7,7,127.2,Yes,Female,Yes,18,8.9,1.4,3.51,Dropout,27.833333330000002,12,12,12
1,Veterinary Nursing,122.0,9,19,90,6,103.4,No,Female,No,19,7.6,2.6,0.32,Graduate,27.4,10,10,12
1,Journalism and Communication,127.0,37,37,9,8,123.2,Yes,Female,No,18,9.4,-0.8,-3.12,Enrolled,11.0,12,1,24
1,Management,136.0,1,1,4,4,124.1,No,Female,No,18,8.9,1.4,3.51,Graduate,23.200000000000003,10,10,14
1,Oral Hygiene,133.1,38,37,7,7,99.5,Yes,Female,Yes,37,8.9,1.4,3.51,Dropout,16.0,14,1,25
1,Management (evening attendance),127.0,37,37,6,6,124.9,No,Female,No,29,16.2,0.3,-0.92,Graduate,25.9047619,10,10,24
3,Communication Design,116.0,37,37,9,9,110.8,No,Female,No,18,7.6,2.6,0.32,Enrolled,24.333333330000002,12,12,12
1,Social Service,121.0,1,1,9,8,118.9,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,24.33333334,12,10,17
1,Social Service,124.0,1,1,3,1,118.8,Yes,Female,No,22,16.2,0.3,-0.92,Dropout,24.833333330000002,17,8,24
1,Tourism,131.0,37,38,9,7,137.0,No,Female,Yes,20,15.5,2.8,-4.06,Graduate,21.76666667,12,11,18
1,Social Service (evening attendance),100.0,37,37,99,99,100.0,No,Female,No,34,12.7,3.7,-1.7,Dropout,0.0,12,0,0
1,Informatics Engineering,130.0,37,38,9,9,120.0,No,Female,No,30,7.6,2.6,0.32,Dropout,23.916666669999998,24,14,36
1,Social Service,135.0,1,1,4,4,122.8,No,Female,No,18,10.8,1.4,1.74,Graduate,28.0,12,12,14
1,Social Service,130.0,38,19,9,5,121.6,No,Female,No,18,12.4,0.5,1.79,Graduate,24.833333330000002,12,12,12
2,Journalism and Communication,146.0,3,1,1,3,149.2,Yes,Female,No,18,9.4,-0.8,-3.12,Graduate,23.916666669999998,12,7,21
4,Nursing,146.0,4,1,2,3,140.0,Yes,Female,No,18,12.7,3.7,-1.7,Graduate,29.65714286,16,14,16
2,Journalism and Communication,154.0,38,38,9,9,133.4,Yes,Female,Yes,19,12.7,3.7,-1.7,Graduate,24.200000000000003,12,10,15
1,Communication Design,137.0,37,37,9,9,126.2,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,25.5,12,12,14
5,Nursing,151.0,1,1,9,9,127.8,No,Female,Yes,18,12.7,3.7,-1.7,Graduate,27.34285714,16,14,16
1,Agronomy,150.0,37,38,4,8,150.0,No,Female,Yes,21,13.9,-0.3,0.79,Graduate,25.466666670000002,12,11,17
2,Management,121.0,1,19,9,9,113.7,Yes,Female,No,20,7.6,2.6,0.32,Dropout,23.0,10,3,22
1,Management,122.0,12,19,4,8,117.8,Yes,Female,No,20,13.9,-0.3,0.79,Graduate,25.833333330000002,10,10,18
1,Nursing,143.0,5,1,2,5,136.7,No,Female,No,19,11.1,0.6,2.02,Graduate,26.22,15,15,16
1,Social Service,152.0,1,38,4,5,144.7,No,Female,No,20,16.2,0.3,-0.92,Graduate,29.928571429999998,12,12,15
3,Nursing,145.0,12,1,4,10,139.8,Yes,Female,No,18,13.9,-0.3,0.79,Graduate,29.07321429,15,15,15
1,Basic Education,120.0,37,38,3,3,113.7,No,Female,No,20,12.7,3.7,-1.7,Dropout,21.666666669999998,12,8,18
1,Equinculture,140.0,5,4,2,0,140.0,No,Female,No,29,7.6,2.6,0.32,Dropout,24.755555559999998,16,12,28
1,Nursing,143.0,19,19,5,6,142.3,No,Female,Yes,18,12.4,0.5,1.79,Enrolled,27.57214286,15,15,15
1,Nursing,129.0,19,19,5,5,119.6,Yes,Female,Yes,20,15.5,2.8,-4.06,Graduate,27.816607140000002,15,14,19
2,Management,139.0,38,37,9,9,123.7,Yes,Female,Yes,22,16.2,0.3,-0.92,Graduate,23.4,10,8,16
1,Social Service (evening attendance),133.1,39,19,4,10,143.0,Yes,Female,Yes,47,16.2,0.3,-0.92,Graduate,28.33333334,12,11,16
1,Management (evening attendance),127.0,37,37,8,4,100.1,No,Female,No,31,8.9,1.4,3.51,Graduate,27.8,10,10,10
1,Communication Design,126.0,19,37,7,5,119.4,No,Female,Yes,21,16.2,0.3,-0.92,Graduate,26.63333333,12,11,13
1,Social Service (evening attendance),128.0,38,38,0,0,122.1,No,Female,No,21,7.6,2.6,0.32,Graduate,24.65714286,12,11,18
1,Journalism and Communication,100.0,1,1,4,4,100.0,No,Female,No,24,7.6,2.6,0.32,Graduate,26.0,12,12,12
1,Communication Design,123.0,4,37,2,9,113.9,No,Female,No,18,15.5,2.8,-4.06,Enrolled,24.833333330000002,12,12,14
1,Social Service (evening attendance),170.0,34,1,90,2,101.0,No,Female,No,32,7.6,2.6,0.32,Graduate,23.5,12,8,21
2,Social Service (evening attendance),117.0,3,1,3,4,111.8,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,22.333333330000002,12,12,17
1,Nursing,140.0,3,3,1,1,140.0,Yes,Female,No,24,9.4,-0.8,-3.12,Graduate,26.77,16,16,16
4,Veterinary Nursing,123.0,19,19,4,10,124.4,Yes,Female,No,19,15.5,2.8,-4.06,Graduate,30.166666669999998,12,12,23
1,Agronomy,150.0,19,37,6,6,150.0,No,Female,Yes,19,13.9,-0.3,0.79,Graduate,28.16666666,12,12,16
1,Agronomy,140.0,37,37,9,4,140.0,No,Female,No,24,12.4,0.5,1.79,Enrolled,24.428571429999998,12,11,22
4,Social Service,123.0,19,19,191,144,116.0,Yes,Female,Yes,18,8.9,1.4,3.51,Graduate,23.33333334,12,12,17
1,Communication Design,130.0,38,37,3,6,135.6,Yes,Female,Yes,19,8.9,1.4,3.51,Dropout,23.333333330000002,12,7,19
1,Nursing,137.0,3,38,2,4,121.0,No,Female,Yes,19,10.8,1.4,1.74,Graduate,29.45142858,16,14,16
2,Journalism and Communication,126.0,19,38,9,8,118.7,Yes,Female,Yes,18,12.4,0.5,1.79,Graduate,27.83333334,12,12,12
1,Social Service,125.0,1,1,3,3,125.7,Yes,Female,No,18,12.4,0.5,1.79,Graduate,23.9047619,12,12,18
4,Oral Hygiene,112.0,1,1,4,10,107.1,Yes,Female,No,20,12.4,0.5,1.79,Graduate,25.6375,15,15,15
1,Nursing,141.0,19,38,5,7,125.5,No,Female,No,18,9.4,-0.8,-3.12,Graduate,25.72,16,16,20
4,Advertising and Marketing Management,135.0,38,38,9,7,127.0,Yes,Female,No,18,11.1,0.6,2.02,Graduate,25.96428571,12,12,19
2,Veterinary Nursing,117.0,38,37,9,9,113.5,Yes,Female,Yes,21,10.8,1.4,1.74,Graduate,24.2,10,9,12
1,Nursing,160.0,19,19,4,9,154.4,No,Female,Yes,18,15.5,2.8,-4.06,Graduate,31.285555560000002,15,15,18
1,Advertising and Marketing Management,136.0,19,19,5,5,122.0,No,Female,No,18,9.4,-0.8,-3.12,Dropout,22.75,10,6,12
2,Social Service,143.0,1,11,4,3,128.0,Yes,Female,No,19,9.4,-0.8,-3.12,Dropout,0.0,12,0,11
1,Advertising and Marketing Management,119.0,1,19,4,10,115.5,Yes,Female,No,19,10.8,1.4,1.74,Enrolled,22.0,12,8,17
4,Advertising and Marketing Management,120.0,1,19,5,5,117.2,Yes,Female,No,18,11.1,0.6,2.02,Graduate,26.475,12,10,19
1,Equinculture,150.0,3,1,90,90,150.0,Yes,Female,No,34,12.7,3.7,-1.7,Dropout,11.0,10,1,11
3,Veterinary Nursing,142.0,11,11,90,90,155.3,No,Female,No,19,7.6,2.6,0.32,Graduate,28.4,10,10,11
1,Equinculture,120.0,37,37,7,8,120.0,Yes,Female,No,19,12.4,0.5,1.79,Dropout,22.6,12,7,19
1,Social Service,160.0,3,19,2,1,116.1,No,Female,No,26,11.1,0.6,2.02,Graduate,29.97619047,12,12,13
1,Basic Education,133.1,34,34,0,0,118.9,Yes,Female,No,21,7.6,2.6,0.32,Dropout,22.66666666,12,6,22
2,Management,142.0,19,19,4,8,127.3,No,Female,Yes,18,11.1,0.6,2.02,Graduate,23.0,10,10,10
4,Basic Education,121.0,38,38,5,7,113.7,Yes,Female,Yes,20,9.4,-0.8,-3.12,Graduate,27.06666667,12,10,17
1,Management,135.0,1,1,4,4,118.5,No,Female,No,25,11.1,0.6,2.02,Dropout,10.5,10,2,17
1,Management,153.0,1,38,4,3,146.7,No,Female,No,18,11.1,0.6,2.02,Graduate,32.599999999999994,10,10,10
1,Nursing,140.0,19,19,3,6,124.3,Yes,Female,Yes,18,16.2,0.3,-0.92,Graduate,29.42467532,15,15,18
1,Nursing,152.0,41,19,3,5,137.8,No,Female,No,19,11.1,0.6,2.02,Graduate,28.04984127,15,15,16
1,Social Service,120.0,19,38,5,9,130.2,No,Female,Yes,18,12.4,0.5,1.79,Graduate,23.142857149999998,12,12,18
1,Nursing,160.0,38,38,7,7,147.8,No,Female,No,20,15.5,2.8,-4.06,Enrolled,24.84047619,15,12,23
1,Veterinary Nursing,150.0,19,19,9,5,150.0,No,Female,No,26,8.9,1.4,3.51,Dropout,0.0,9,0,3
1,Nursing,100.0,37,37,7,9,100.0,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,26.11714286,16,14,16
1,Nursing,150.0,1,1,5,1,155.6,No,Female,No,19,16.2,0.3,-0.92,Graduate,28.35555556,15,15,16
4,Management,124.0,37,37,9,9,117.4,No,Female,No,19,7.6,2.6,0.32,Graduate,23.8,20,13,29
3,Veterinary Nursing,141.0,1,19,7,5,128.8,Yes,Female,No,19,7.6,2.6,0.32,Enrolled,23.333333330000002,10,6,17
1,Tourism,121.0,19,19,5,8,117.5,Yes,Female,No,18,16.2,0.3,-0.92,Graduate,22.23809524,12,9,18
1,Nursing,134.0,1,37,9,9,120.4,Yes,Female,No,19,7.6,2.6,0.32,Graduate,26.66666666,14,12,14
1,Social Service,134.0,1,1,9,6,130.9,No,Female,No,18,13.9,-0.3,0.79,Graduate,22.85714286,12,11,19
1,Basic Education,132.0,2,19,4,4,125.0,Yes,Female,No,18,9.4,-0.8,-3.12,Enrolled,24.0,12,10,17
1,Veterinary Nursing,135.0,19,38,9,5,136.8,Yes,Female,No,18,9.4,-0.8,-3.12,Enrolled,25.6,10,10,18
1,Basic Education,123.0,1,38,9,6,121.6,Yes,Female,No,18,11.1,0.6,2.02,Enrolled,24.666666669999998,14,11,21
1,Informatics Engineering,151.0,19,37,4,7,151.0,No,Female,No,26,16.2,0.3,-0.92,Dropout,0.0,10,0,11
1,Social Service,107.0,38,38,7,7,103.5,Yes,Female,No,20,12.4,0.5,1.79,Graduate,25.0,12,12,14
1,Social Service (evening attendance),126.0,37,38,9,10,119.4,No,Female,No,19,12.7,3.7,-1.7,Graduate,24.33333334,12,12,12
1,Social Service,133.0,34,37,4,9,134.4,Yes,Female,Yes,18,9.4,-0.8,-3.12,Graduate,25.83333334,12,12,15
1,Social Service,140.0,38,37,7,7,143.0,No,Female,No,19,13.9,-0.3,0.79,Graduate,28.0,12,12,12
1,Basic Education,110.0,41,3,2,1,110.0,No,Female,No,40,12.4,0.5,1.79,Graduate,29.571428570000002,14,14,15
4,Nursing,141.0,38,38,7,7,132.5,Yes,Female,Yes,18,9.4,-0.8,-3.12,Graduate,26.7825,16,16,16
1,Social Service,122.0,3,1,9,10,114.7,No,Female,No,19,13.9,-0.3,0.79,Graduate,24.5952381,12,11,17
1,Equinculture,156.0,2,9,3,5,166.9,No,Female,No,18,7.6,2.6,0.32,Graduate,23.75,10,8,15
1,Veterinary Nursing,129.0,1,2,3,1,125.9,Yes,Female,No,19,9.4,-0.8,-3.12,Enrolled,24.0,10,7,21
1,Animation and Multimedia Design,188.0,3,3,2,2,178.3,Yes,Female,No,18,15.5,2.8,-4.06,Dropout,0.0,0,0,0
1,Social Service (evening attendance),120.0,37,37,9,9,117.0,Yes,Female,No,33,12.4,0.5,1.79,Graduate,25.69047619,12,12,15
1,Agronomy,130.0,3,3,1,2,150.0,No,Female,No,35,16.2,0.3,-0.92,Graduate,27.1,12,12,21
1,Management,130.0,37,38,9,1,130.0,Yes,Female,No,26,9.4,-0.8,-3.12,Enrolled,25.0,10,6,12
1,Journalism and Communication,140.0,19,19,7,5,135.1,Yes,Female,No,18,9.4,-0.8,-3.12,Graduate,26.0,12,12,15
1,Social Service,110.0,37,37,9,9,110.0,No,Female,No,36,15.5,2.8,-4.06,Enrolled,23.0,29,22,43
1,Management (evening attendance),133.1,37,37,6,6,136.2,No,Female,No,39,10.8,1.4,1.74,Graduate,22.666666669999998,10,10,15
1,Social Service,120.0,37,37,9,9,116.0,No,Female,No,44,12.7,3.7,-1.7,Graduate,26.833333330000002,12,12,14
2,Social Service (evening attendance),96.0,3,1,3,9,100.0,No,Female,No,20,9.4,-0.8,-3.12,Enrolled,23.25,12,9,19
1,Tourism,117.0,19,19,9,9,116.3,Yes,Female,No,24,12.7,3.7,-1.7,Dropout,24.1,12,8,15
1,Journalism and Communication,123.0,19,19,9,8,134.0,No,Female,Yes,20,12.4,0.5,1.79,Graduate,27.0,12,12,12
4,Animation and Multimedia Design,127.0,1,1,9,5,124.2,Yes,Female,No,19,9.4,-0.8,-3.12,Dropout,0.0,0,0,0
1,Nursing,151.0,37,38,9,7,134.5,No,Female,Yes,18,7.6,2.6,0.32,Graduate,28.4,14,12,14
1,Tourism,127.0,19,19,4,6,120.7,No,Female,No,22,10.8,1.4,1.74,Dropout,11.0,12,5,22
1,Veterinary Nursing,133.0,19,1,4,5,127.1,Yes,Female,No,18,11.1,0.6,2.02,Graduate,31.42857143,12,12,14
1,Nursing,133.1,38,37,9,9,133.0,No,Female,No,24,13.9,-0.3,0.79,Graduate,26.02857143,15,13,18
1,Management (evening attendance),133.1,37,37,90,8,128.2,No,Female,No,33,12.7,3.7,-1.7,Dropout,0.0,10,0,0
1,Agronomy,133.1,37,37,3,8,130.0,No,Female,Yes,30,11.1,0.6,2.02,Enrolled,0.0,12,0,12
1,Veterinary Nursing,160.0,3,39,2,3,172.0,No,Female,No,26,8.9,1.4,3.51,Dropout,0.0,12,0,0
4,Basic Education,140.0,19,38,4,1,128.5,Yes,Female,No,18,10.8,1.4,1.74,Graduate,23.5,12,12,17
1,Journalism and Communication,146.0,37,38,9,7,128.5,No,Female,No,19,10.8,1.4,1.74,Dropout,22.666666669999998,12,5,25
4,Management,112.0,19,38,9,10,112.0,Yes,Female,No,20,16.2,0.3,-0.92,Enrolled,21.333333330000002,10,7,19
1,Veterinary Nursing,140.0,19,37,9,8,142.5,Yes,Female,Yes,22,8.9,1.4,3.51,Graduate,27.21428571,20,15,34
4,Nursing,136.0,1,1,9,1,133.0,Yes,Female,No,19,7.6,2.6,0.32,Enrolled,27.96,14,10,16
1,Veterinary Nursing,133.1,37,38,7,5,106.0,Yes,Female,Yes,21,15.5,2.8,-4.06,Graduate,31.90384615,12,12,23
4,Nursing,136.0,19,38,4,8,125.5,Yes,Female,Yes,21,7.6,2.6,0.32,Graduate,28.06666666,14,12,14
1,Veterinary Nursing,134.0,19,37,2,7,131.2,No,Female,No,19,7.6,2.6,0.32,Enrolled,22.2,10,6,14
1,Basic Education,122.0,38,37,191,195,112.9,Yes,Female,Yes,19,8.9,1.4,3.51,Graduate,27.52380953,14,13,16
6,Nursing,138.0,19,19,9,5,124.8,Yes,Female,No,18,12.7,3.7,-1.7,Dropout,26.82857142,16,14,16
1,Social Service (evening attendance),160.0,37,39,9,4,140.9,No,Female,No,50,16.2,0.3,-0.92,Graduate,27.11688312,18,18,18
1,Management (evening attendance),130.0,38,19,9,7,148.0,No,Female,Yes,31,13.9,-0.3,0.79,Enrolled,22.083333330000002,10,8,21
1,Journalism and Communication,161.0,1,19,4,7,148.4,No,Female,Yes,19,15.5,2.8,-4.06,Graduate,28.26190476,12,12,13
1,Management (evening attendance),140.0,1,37,141,192,129.7,No,Female,No,35,13.9,-0.3,0.79,Graduate,24.85714286,10,10,17
1,Veterinary Nursing,133.1,38,38,4,7,128.2,No,Female,No,31,12.7,3.7,-1.7,Dropout,0.0,12,0,0
1,Social Service (evening attendance),133.1,37,37,9,9,104.0,No,Female,No,42,11.1,0.6,2.02,Enrolled,24.700000000000003,22,20,28
4,Management,130.0,37,37,9,9,119.9,Yes,Female,No,34,9.4,-0.8,-3.12,Dropout,0.0,10,0,5
1,Nursing,152.0,1,1,4,4,141.0,Yes,Female,Yes,18,12.4,0.5,1.79,Graduate,30.423214289999997,15,15,15
1,Basic Education,125.0,3,3,3,3,116.6,Yes,Female,Yes,18,8.9,1.4,3.51,Enrolled,25.61904762,14,13,15
1,Veterinary Nursing,140.0,37,38,5,6,140.0,Yes,Female,No,21,16.2,0.3,-0.92,Enrolled,26.166666669999998,12,7,31
1,Nursing,133.1,38,19,5,7,140.0,No,Female,Yes,26,16.2,0.3,-0.92,Dropout,23.71857143,15,11,25
1,Nursing,170.0,19,37,8,8,100.0,No,Female,No,20,13.9,-0.3,0.79,Enrolled,27.0,15,14,16
1,Social Service,135.0,38,38,5,7,121.0,No,Female,No,19,7.6,2.6,0.32,Enrolled,20.66666666,12,6,25
1,Basic Education,125.0,19,19,5,5,117.0,No,Female,Yes,19,15.5,2.8,-4.06,Graduate,26.5952381,12,12,13
1,Management,140.0,3,4,2,1,140.2,No,Female,No,20,8.9,1.4,3.51,Graduate,23.666666669999998,20,17,33
1,Social Service,124.0,34,34,0,0,129.3,No,Female,No,19,7.6,2.6,0.32,Graduate,22.666666669999998,12,12,15
1,Basic Education,140.0,37,37,9,9,145.3,No,Female,No,18,7.6,2.6,0.32,Graduate,26.0,12,12,15
1,Management (evening attendance),130.0,37,37,9,9,146.2,No,Female,No,28,10.8,1.4,1.74,Graduate,23.27272727,25,21,32
1,Basic Education,134.0,1,19,4,5,122.5,Yes,Female,No,22,15.5,2.8,-4.06,Enrolled,25.56666667,12,10,18
1,Social Service (evening attendance),160.0,37,37,7,7,156.1,No,Female,Yes,21,13.9,-0.3,0.79,Graduate,28.83333334,12,12,12
1,Veterinary Nursing,140.0,4,38,4,5,140.0,Yes,Female,No,21,12.4,0.5,1.79,Enrolled,23.75,12,5,30
1,Nursing,150.0,1,19,5,3,140.0,No,Female,No,26,16.2,0.3,-0.92,Enrolled,23.34,15,10,24
6,Journalism and Communication,141.0,30,37,7,7,128.4,Yes,Female,No,18,7.6,2.6,0.32,Dropout,24.4,12,10,16
2,Veterinary Nursing,120.0,1,1,9,10,115.0,No,Female,No,20,7.6,2.6,0.32,Dropout,22.833333330000002,10,4,16
2,Veterinary Nursing,166.0,1,19,4,3,158.7,No,Female,No,18,11.1,0.6,2.02,Graduate,28.85714286,12,12,14
4,Nursing,147.0,1,1,4,9,124.5,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,25.72,16,14,22
1,Social Service,121.0,3,19,3,10,111.9,Yes,Female,No,20,12.4,0.5,1.79,Graduate,23.72727273,22,22,26
1,Veterinary Nursing,150.0,38,37,4,6,150.0,Yes,Female,Yes,22,13.9,-0.3,0.79,Graduate,25.14285714,12,9,21
1,Advertising and Marketing Management,124.0,37,19,5,8,114.2,Yes,Female,No,18,10.8,1.4,1.74,Dropout,25.514285710000003,12,9,15
1,Management,96.0,38,37,6,4,96.0,Yes,Female,No,19,16.2,0.3,-0.92,Dropout,10.66666667,10,3,19
4,Communication Design,125.0,1,3,3,3,128.9,No,Female,Yes,18,8.9,1.4,3.51,Enrolled,22.799999999999997,12,9,17
1,Tourism,136.0,37,37,7,7,121.7,Yes,Female,No,20,10.8,1.4,1.74,Enrolled,20.66666666,12,6,25
1,Journalism and Communication,120.0,38,37,9,9,114.8,Yes,Female,No,19,7.6,2.6,0.32,Enrolled,23.25,12,7,22
1,Tourism,128.0,19,38,9,9,127.0,No,Female,No,19,12.4,0.5,1.79,Enrolled,24.75,12,10,13
1,Nursing,142.0,37,37,5,5,131.3,Yes,Female,No,19,10.8,1.4,1.74,Graduate,29.46285714,16,14,16
1,Animation and Multimedia Design,135.0,1,19,3,9,137.1,Yes,Female,No,18,12.7,3.7,-1.7,Graduate,0.0,0,0,0
1,Communication Design,120.0,1,19,3,9,120.0,Yes,Female,No,21,13.9,-0.3,0.79,Graduate,27.86538462,25,25,26
1,Management (evening attendance),140.0,1,19,9,9,139.0,No,Female,No,27,8.9,1.4,3.51,Graduate,30.6,10,10,10
1,Social Service,135.0,1,19,4,4,129.1,No,Female,No,19,15.5,2.8,-4.06,Graduate,29.23809524,12,12,13
1,Veterinary Nursing,133.1,34,34,0,0,128.2,No,Female,No,25,7.6,2.6,0.32,Dropout,0.0,10,0,10
2,Nursing,137.0,19,19,7,7,120.8,Yes,Female,Yes,18,10.8,1.4,1.74,Graduate,29.30857142,16,14,16
1,Nursing,122.0,19,1,4,8,135.8,No,Female,No,24,10.8,1.4,1.74,Graduate,24.80285714,16,14,16
3,Nursing,128.0,1,1,4,10,118.9,Yes,Female,No,20,13.9,-0.3,0.79,Graduate,25.65892857,15,14,17
1,Management (evening attendance),140.0,37,37,6,6,140.0,No,Female,No,26,12.4,0.5,1.79,Graduate,29.6,10,10,10
1,Social Service,132.0,1,38,9,7,127.1,Yes,Female,Yes,20,8.9,1.4,3.51,Graduate,24.16666666,12,12,15
1,Veterinary Nursing,131.0,37,37,90,90,137.0,No,Female,No,18,7.6,2.6,0.32,Graduate,29.4,10,10,11
1,Veterinary Nursing,126.0,1,1,9,9,127.4,Yes,Female,No,19,15.5,2.8,-4.06,Graduate,27.60576923,12,12,23
1,Basic Education,133.1,19,19,9,9,97.0,Yes,Female,No,23,12.7,3.7,-1.7,Dropout,22.6,12,8,18
4,Nursing,136.0,37,37,9,9,126.3,Yes,Female,Yes,18,7.6,2.6,0.32,Graduate,23.2,14,12,14
4,Nursing,140.0,1,19,4,5,127.5,No,Female,No,18,12.7,3.7,-1.7,Dropout,0.0,15,0,0
1,Nursing,135.0,2,1,2,8,126.6,No,Female,Yes,19,11.1,0.6,2.02,Graduate,25.99587301,15,15,16
1,Management (evening attendance),160.0,1,2,4,3,120.0,No,Female,No,30,7.6,2.6,0.32,Graduate,28.94285714,12,12,14
1,Veterinary Nursing,140.0,1,2,4,6,140.0,Yes,Female,No,29,15.5,2.8,-4.06,Dropout,0.0,12,0,0
6,Nursing,140.0,3,1,3,3,131.5,Yes,Female,No,19,9.4,-0.8,-3.12,Graduate,26.5075,16,16,16
